account_id,customer_age,account_type,account_open_date,current_balance,avg_daily_balance,monthly_transactions,monthly_volume,overdraft_count_3m,credit_score,state,suspicious_activity,account_status
ACC_00001379,21,Checking,2016-04-08,1796.37,1738.46,25,7117.18,0,718,OH,0,Active
ACC_00001380,57,Money Market,2020-05-20,71288.26,89906.98,6,23024.86,2,721,MI,0,Active
ACC_00001381,48,Business Checking,2021-01-27,22999.63,20793.53,43,71817.5,1,850,TX,0,Active
ACC_00001382,27,Business Checking,2021-11-12,19704.08,21250.58,46,114450.64,0,775,CA,0,Active
ACC_00001383,18,CD,2021-09-27,58416.74,47313.45,9,27369.32,0,617,NC,0,Dormant
ACC_00001384,47,Money Market,2023-12-24,8587.9,9504.52,11,6821.06,0,773,NC,0,Dormant
ACC_00001385,46,Savings,2022-04-11,21137.62,25736.36,7,9008.55,0,543,NC,0,Active
ACC_00001386,43,Checking,2022-07-08,12522.18,9373.72,16,41914.91,1,529,GA,0,Active
ACC_00001387,51,Checking,2024-01-07,381.68,295.49,14,963.57,1,558,CA,0,Active
ACC_00001388,53,Checking,2023-10-22,879.98,1131.38,27,2966.02,1,688,NC,0,Active
ACC_00001389,53,CD,2021-06-04,18018.9,20376.39,9,12630.51,0,850,CA,0,Active
ACC_00001390,43,Savings,2022-01-17,1931.8,1943.53,9,914.73,0,601,NC,0,Active
ACC_00001391,28,Checking,2022-05-22,2791.29,3616.1,21,6940.83,1,575,NY,0,Active
ACC_00001392,50,Savings,2021-08-30,10070.56,11537.21,13,7683.9,0,786,NY,0,Dormant
ACC_00001393,50,Checking,2015-11-11,227.78,160.28,35,477.22,0,758,GA,0,Active
ACC_00001394,64,Checking,2019-04-17,22854.72,20218.85,31,70002.48,0,850,IL,0,Active
ACC_00001395,36,Checking,2022-08-28,1860.41,1878.4,25,2951.09,0,631,OH,0,Active
ACC_00001396,29,Savings,2019-01-28,9425.7,12243.22,3,2217.77,2,839,MI,0,Active
ACC_00001397,19,Checking,2016-12-24,4164.64,5115.47,20,7604.95,2,754,CA,0,Active
ACC_00001398,18,Checking,2022-06-02,18177.91,18843.01,34,29940.55,0,622,OH,0,Active
ACC_00001399,18,Checking,2022-06-19,5313.97,5599.89,31,18391.42,1,781,OH,0,Active
ACC_00001400,53,CD,2020-06-28,34005.48,43081.08,9,7795.11,1,771,NY,0,Active
ACC_00001401,55,CD,2018-11-16,28901.39,33082.92,12,14480.83,0,537,GA,0,Active
ACC_00001402,56,Checking,2018-06-17,9976.77,8423.86,28,29695.57,0,803,MI,0,Active
ACC_00001403,50,Savings,2019-07-08,15286.29,14520.29,6,3875.83,0,719,MI,0,Active
ACC_00001404,27,Savings,2023-08-04,9465.05,12166.47,9,1985.28,0,653,TX,0,Dormant
ACC_00001405,31,Money Market,2022-01-09,55515.32,53373.93,9,27962.67,2,741,PA,0,Active
ACC_00001406,47,Checking,2025-03-29,1073.24,1311.13,21,1685.45,0,518,TX,0,Active
ACC_00001407,29,Savings,2024-04-21,78415.75,63139.9,15,39252.83,0,603,CA,0,Active
ACC_00001408,44,Business Checking,2020-11-23,3770.52,2783.04,45,9056.81,1,757,NC,0,Active
ACC_00001409,23,Business Checking,2018-02-12,246669.97,228178.73,50,957894.91,0,818,CA,0,Active
ACC_00001410,54,Savings,2022-07-31,7093.66,8809.47,9,1723.91,2,769,TX,0,Active
ACC_00001411,44,Savings,2022-09-15,1026.34,1138.33,10,365.47,1,721,IL,0,Active
ACC_00001412,39,Checking,2019-07-08,4774.6,4050.42,25,17171.2,0,761,OH,0,Active
ACC_00001413,48,Money Market,2016-05-17,19734.54,17567.04,18,14294.61,0,588,PA,0,Active
ACC_00001414,40,Checking,2025-05-18,6628.94,7903.61,24,23289.89,0,674,GA,0,Active
ACC_00001415,52,Checking,2019-08-03,3162.99,2809.14,18,6582.39,0,394,NC,0,Active
ACC_00001416,44,Checking,2020-09-14,2226.37,2145.65,31,4845.13,0,832,TX,0,Active
ACC_00001417,18,Checking,2024-04-06,4561.52,4972.92,25,15894.06,0,729,NC,0,Active
ACC_00001418,35,Savings,2018-10-30,7127.2,6775.81,13,4488.79,0,850,MI,0,Active
ACC_00001419,58,Savings,2016-05-20,3623.45,4425.8,10,1564.15,0,596,OH,0,Active
ACC_00001420,46,Checking,2017-10-30,1148.36,1109.52,24,4141.99,1,850,CA,0,Active
ACC_00001421,25,Checking,2020-11-18,1356.15,1735.01,34,3871.14,1,690,NC,0,Active
ACC_00001422,69,Savings,2015-11-20,7116.49,7128.23,8,3893.0,0,496,CA,0,Active
ACC_00001423,78,Checking,2024-04-12,4343.74,3211.19,17,14479.11,0,738,NC,0,Active
ACC_00001424,25,Savings,2025-05-26,1768.17,1614.29,13,550.57,1,720,FL,0,Active
ACC_00001425,48,Savings,2019-08-17,464.53,588.41,7,195.9,1,632,PA,0,Active
ACC_00001426,47,Checking,2024-04-30,3689.97,4271.63,26,14096.64,0,651,MI,0,Active
ACC_00001427,52,Savings,2016-05-22,7036.1,7099.34,11,3078.61,0,738,PA,0,Active
ACC_00001428,34,Money Market,2020-08-21,6808.76,7577.12,7,3616.26,0,697,CA,0,Active
ACC_00001429,27,CD,2022-08-31,95147.15,101629.75,9,45407.39,0,692,IL,0,Active
ACC_00001430,48,Checking,2024-10-10,988.82,1094.51,24,3439.64,0,801,IL,0,Active
ACC_00001431,55,Business Checking,2023-12-11,34369.55,29610.69,53,89264.48,1,850,MI,0,Active
ACC_00001432,19,Checking,2017-08-04,6549.06,8395.59,17,19470.41,1,713,MI,0,Active
ACC_00001433,31,Business Checking,2018-01-15,1098481.67,1253158.4,42,4482508.81,0,850,GA,0,Active
ACC_00001434,43,Money Market,2024-01-07,85825.47,82562.34,5,37415.0,0,850,MI,0,Active
ACC_00001435,60,Checking,2016-04-29,6988.72,8798.13,34,17107.79,0,566,TX,0,Active
ACC_00001436,47,Checking,2017-09-20,5295.44,6297.34,20,11966.47,0,597,NY,0,Active
ACC_00001437,58,Savings,2020-03-26,1529.36,1945.37,8,402.41,0,566,OH,0,Active
ACC_00001438,35,Checking,2019-04-24,667.28,488.46,28,2435.69,1,561,IL,0,Active
ACC_00001439,62,Business Checking,2018-03-09,427625.2,340053.14,50,2190394.93,0,743,TX,0,Active
ACC_00001440,47,Checking,2017-12-20,8849.36,11207.48,27,22212.94,0,629,NY,0,Active
ACC_00001441,42,Checking,2022-06-12,366.02,292.04,21,1004.77,1,737,PA,0,Active
ACC_00001442,73,Checking,2021-12-13,5152.95,5780.91,20,15960.42,0,701,IL,0,Active
ACC_00001443,60,Checking,2020-07-03,1490.16,1566.13,21,2345.42,2,452,OH,0,Active
ACC_00001444,67,Checking,2020-03-19,1428.5,1485.36,20,3692.26,1,732,IL,0,Active
ACC_00001445,46,Checking,2021-08-23,3639.32,2825.35,16,11232.73,2,764,NY,0,Active
ACC_00001446,59,Checking,2019-03-11,4325.22,4533.04,13,16203.38,1,676,TX,0,Dormant
ACC_00001447,42,Checking,2015-10-01,22382.17,19772.23,21,39795.58,0,607,TX,0,Dormant
ACC_00001448,53,Checking,2017-05-03,1568.23,1458.9,32,4377.99,0,684,CA,0,Active
ACC_00001449,74,Money Market,2015-12-17,7250.69,7315.18,6,3466.48,0,732,PA,0,Dormant
ACC_00001450,27,CD,2025-03-07,60646.68,75062.71,6,14810.14,1,774,GA,0,Active
ACC_00001451,35,Business Checking,2016-11-05,75108.54,71959.14,48,333014.94,1,729,MI,0,Active
ACC_00001452,40,CD,2020-01-15,30418.64,35448.3,9,17449.85,1,706,FL,0,Active
ACC_00001453,57,Savings,2019-11-26,50290.6,45696.96,9,27867.84,0,735,IL,0,Active
ACC_00001454,54,CD,2022-11-09,42788.81,32422.66,7,24649.3,0,674,NC,0,Active
ACC_00001455,22,Checking,2024-09-15,7074.48,5024.86,30,12976.99,1,672,IL,0,Active
ACC_00001456,58,Checking,2022-12-21,5044.82,4075.4,28,19622.44,2,503,NY,0,Active
ACC_00001457,60,Checking,2019-08-29,8749.41,10829.91,24,20507.66,0,629,OH,0,Active
ACC_00001458,51,Savings,2019-11-20,60969.68,65782.83,8,15229.98,0,664,OH,0,Active
ACC_00001459,65,Money Market,2020-07-18,16491.18,15474.64,15,6341.97,1,642,PA,0,Active
ACC_00001460,61,Savings,2018-09-10,1466.6,1266.57,5,960.19,1,548,TX,0,Active
ACC_00001461,40,Savings,2017-05-14,36064.06,36825.16,13,9353.48,0,844,NC,0,Dormant
ACC_00001462,18,CD,2017-04-16,37699.86,44949.44,9,13504.5,0,598,NC,0,Active
ACC_00001463,48,Checking,2022-08-14,719.39,563.65,12,1497.37,1,688,NY,0,Active
ACC_00001464,85,Checking,2019-11-23,4215.69,3468.74,25,15285.1,0,599,NY,0,Active
ACC_00001465,23,Savings,2017-12-03,25358.24,29329.69,5,11933.24,1,677,CA,0,Active
ACC_00001466,19,Checking,2019-04-18,27693.08,35946.84,24,100479.13,0,850,MI,0,Active
ACC_00001467,27,Checking,2023-12-05,2159.27,2042.82,24,4779.28,0,596,IL,0,Active
ACC_00001468,80,Checking,2023-11-29,2667.45,2083.13,29,8579.6,0,521,IL,0,Active
ACC_00001469,45,Money Market,2017-10-09,11413.75,11099.68,10,6696.71,0,712,TX,0,Active
ACC_00001470,34,Checking,2015-10-16,4518.65,5481.1,25,14141.48,1,709,TX,0,Dormant
ACC_00001471,86,CD,2018-04-24,128251.7,136444.74,4,31129.83,1,541,MI,0,Active
ACC_00001472,48,Money Market,2016-05-01,98128.71,86177.89,5,65092.07,0,529,NC,0,Active
ACC_00001473,27,Business Checking,2016-03-15,9661.79,11704.32,49,31588.05,0,826,CA,0,Active
ACC_00001474,60,Money Market,2017-12-29,123994.21,96199.43,8,61611.31,1,689,CA,0,Dormant
ACC_00001475,57,Checking,2015-10-21,1137.73,1123.83,23,4284.71,1,709,NC,0,Active
ACC_00001476,51,Savings,2024-08-25,24374.96,20942.08,10,6656.54,1,669,GA,0,Active
ACC_00001477,76,Checking,2023-08-27,10394.15,12440.01,24,18162.71,0,502,PA,0,Active
ACC_00001478,24,Savings,2024-08-30,19486.58,19084.89,5,12673.01,0,835,NC,0,Active
ACC_00001479,86,Business Checking,2018-03-28,180751.98,181163.1,48,981522.12,0,579,FL,0,Active
ACC_00001480,22,Checking,2018-03-17,428.45,379.42,28,1579.2,1,580,PA,0,Active
ACC_00001481,47,Savings,2021-04-22,41626.54,48409.4,5,11113.89,0,560,GA,0,Active
ACC_00001482,42,Checking,2019-03-07,31099.2,32377.34,30,67425.88,1,517,GA,0,Active
ACC_00001483,41,Money Market,2016-11-21,77641.12,91354.76,8,39500.71,0,624,GA,0,Active
ACC_00001484,44,Business Checking,2022-03-13,336531.39,369311.33,46,1363611.31,0,700,GA,0,Active
ACC_00001485,18,CD,2022-05-23,30197.66,26938.82,12,21736.08,0,796,NY,0,Active
ACC_00001486,45,Savings,2025-03-04,7978.27,9863.74,6,2215.92,0,815,NY,0,Active
ACC_00001487,19,Checking,2022-11-15,389.48,350.98,21,1308.15,0,774,GA,0,Dormant
ACC_00001488,31,Checking,2023-03-12,812.9,715.93,30,2733.67,2,689,TX,0,Dormant
ACC_00001489,50,Checking,2023-07-28,6191.42,7933.57,19,11950.45,0,815,TX,0,Active
ACC_00001490,49,Savings,2022-06-01,8489.15,7232.29,11,5222.18,0,739,IL,0,Active
ACC_00001491,68,Savings,2023-01-22,4943.52,4285.54,9,2490.69,0,623,OH,0,Active
ACC_00001492,37,Money Market,2025-06-15,26516.88,33466.26,9,21107.19,0,713,GA,0,Active
ACC_00001493,46,Money Market,2024-06-27,73269.97,93263.27,2,28868.7,0,850,IL,0,Active
ACC_00001494,18,CD,2021-04-25,21668.03,18669.27,5,16484.79,1,633,NY,0,Active
ACC_00001495,58,Checking,2021-01-17,4610.24,5366.27,31,9659.69,1,832,NY,0,Active
ACC_00001496,50,Savings,2018-06-03,2202.61,1544.14,10,1208.16,1,626,GA,0,Closed
ACC_00001497,81,Savings,2022-06-12,22513.5,25150.98,6,5670.85,0,713,FL,0,Active
ACC_00001498,38,CD,2020-12-25,28731.91,23933.17,9,11279.02,0,701,MI,0,Active
ACC_00001499,35,Savings,2018-08-12,1524.42,1758.68,9,822.05,0,757,GA,0,Closed
ACC_00001500,40,Money Market,2025-04-26,18091.04,21581.18,10,6045.82,1,760,TX,0,Active
ACC_00001501,49,CD,2025-06-16,55722.41,43188.68,10,33124.98,0,590,NC,0,Active
ACC_00001502,31,Money Market,2024-06-27,13298.3,12004.24,9,6961.17,0,504,MI,0,Dormant
ACC_00001503,36,Checking,2021-01-04,2166.01,2135.34,23,6650.71,0,805,CA,0,Active
ACC_00001504,42,Money Market,2016-02-06,12479.64,13036.87,8,3665.04,0,850,PA,0,Active
ACC_00001505,44,Checking,2016-11-16,737.78,552.34,22,1991.81,1,634,TX,0,Active
ACC_00001506,31,Checking,2024-06-23,2451.39,2974.67,30,3955.38,0,814,TX,0,Active
ACC_00001507,96,Business Checking,2022-10-08,55913.22,61318.13,50,209128.26,0,719,TX,0,Active
ACC_00001508,30,Checking,2019-09-27,3867.23,3516.22,19,11789.14,0,709,IL,0,Active
ACC_00001509,42,Money Market,2020-01-11,11065.72,10934.19,7,3917.05,0,557,NC,0,Active
ACC_00001510,18,Checking,2022-09-11,6903.44,5253.36,25,17060.4,0,708,GA,0,Dormant
ACC_00001511,73,Savings,2017-07-01,8138.87,9155.28,11,3580.54,2,608,IL,0,Active
ACC_00001512,38,Checking,2025-05-22,582.04,561.27,28,1552.16,0,768,OH,0,Active
ACC_00001513,32,CD,2016-06-24,65080.85,72305.01,12,22707.47,1,850,FL,0,Dormant
ACC_00001514,19,Checking,2023-11-07,2419.04,2623.95,29,7968.48,0,627,GA,0,Active
ACC_00001515,57,Checking,2021-07-11,3435.82,4051.49,21,12734.35,0,802,CA,0,Active
ACC_00001516,62,Checking,2020-06-26,1201.41,866.32,27,1995.49,0,617,TX,0,Active
ACC_00001517,71,CD,2015-09-09,96534.43,102537.35,5,23396.13,0,747,FL,0,Active
ACC_00001518,24,Checking,2016-08-22,3356.15,3918.62,25,11008.98,0,662,NC,0,Active
ACC_00001519,45,CD,2020-12-26,18091.67,15628.53,9,13565.0,0,609,MI,0,Active
ACC_00001520,41,Business Checking,2019-04-06,12220.15,15458.04,36,25551.61,1,662,NC,0,Active
ACC_00001521,43,Business Checking,2019-10-27,61884.91,55215.27,55,197705.37,1,571,FL,0,Dormant
ACC_00001522,30,Savings,2021-07-05,27289.9,22207.97,5,15668.87,0,681,IL,0,Active
ACC_00001523,47,Checking,2023-07-18,7966.76,8401.85,25,19123.32,0,850,FL,0,Active
ACC_00001524,44,Savings,2017-07-21,8660.57,8593.64,11,2566.82,0,712,OH,0,Active
ACC_00001525,63,Savings,2019-05-08,6714.94,8575.92,9,3038.04,1,687,TX,0,Active
ACC_00001526,56,Checking,2016-05-06,2655.58,2492.3,29,10268.01,0,850,NC,0,Active
ACC_00001527,24,Savings,2022-11-05,2060.24,2288.35,12,905.7,1,703,OH,0,Active
ACC_00001528,52,Checking,2022-02-21,1540.61,1733.71,28,4279.39,1,850,PA,0,Active
ACC_00001529,95,Savings,2019-10-06,60489.5,46517.39,6,39051.68,2,720,PA,0,Active
ACC_00001530,45,Money Market,2017-12-15,3937.73,3108.29,16,1117.86,1,749,OH,0,Active
ACC_00001531,62,Savings,2016-03-28,5849.67,5379.9,10,1492.01,0,711,PA,0,Active
ACC_00001532,38,Checking,2018-05-07,52549.08,62704.7,34,169289.12,2,820,IL,0,Active
ACC_00001533,81,Money Market,2017-04-21,119259.27,132004.16,9,39555.52,0,727,NY,0,Active
ACC_00001534,46,Checking,2024-01-24,1974.53,2084.78,23,3978.7,0,688,PA,0,Dormant
ACC_00001535,82,CD,2022-01-27,19080.98,14819.99,13,9927.0,0,810,CA,0,Dormant
ACC_00001536,56,Savings,2021-01-21,7334.71,7190.29,9,5636.96,1,740,FL,0,Active
ACC_00001537,25,Money Market,2021-02-23,32183.02,35340.58,13,15290.71,1,578,IL,0,Active
ACC_00001538,59,Savings,2021-05-29,2320.15,2418.81,5,1783.45,1,850,GA,0,Active
ACC_00001539,31,Savings,2017-01-10,1841.78,2012.49,8,505.18,0,666,NY,0,Active
ACC_00001540,18,Checking,2023-11-12,6170.38,7711.2,29,17183.38,0,807,GA,0,Active
ACC_00001541,50,CD,2020-08-27,11576.49,11845.76,9,8998.37,1,629,PA,0,Active
ACC_00001542,30,Checking,2020-01-17,23245.29,16801.8,28,66150.05,0,753,FL,0,Active
ACC_00001543,57,Checking,2019-08-05,2406.69,2681.08,28,5154.91,2,692,TX,0,Active
ACC_00001544,87,Savings,2023-01-31,2995.04,2545.79,8,1293.5,1,619,FL,0,Dormant
ACC_00001545,48,Money Market,2018-08-13,45648.82,54463.96,9,14002.82,1,563,FL,0,Active
ACC_00001546,46,Checking,2021-06-18,14061.51,14355.36,20,28992.35,0,592,NY,0,Active
ACC_00001547,85,Money Market,2017-09-18,10933.97,8730.21,6,2576.89,0,698,CA,0,Active
ACC_00001548,45,Money Market,2021-07-22,12932.18,11252.66,7,3927.02,0,627,NC,0,Active
ACC_00001549,54,Money Market,2024-06-13,16640.81,18406.36,10,11500.29,0,724,NC,0,Active
ACC_00001550,63,Checking,2017-04-18,18923.24,17508.41,17,71327.2,0,712,NY,0,Active
ACC_00001551,39,Checking,2022-10-29,1504.23,1370.23,26,4124.86,0,743,CA,0,Active
ACC_00001552,63,Checking,2021-12-22,4540.69,4687.52,21,8578.52,0,660,CA,0,Active
ACC_00001553,46,Savings,2024-07-03,123758.93,118893.76,10,98374.29,1,850,MI,0,Active
ACC_00001554,49,Checking,2018-10-18,1087.58,1275.29,28,3477.06,1,773,FL,0,Active
ACC_00001555,47,Savings,2023-04-29,81861.78,88724.93,7,30438.2,1,453,OH,0,Active
ACC_00001556,29,Checking,2020-10-07,435.17,333.22,18,1520.65,1,741,IL,0,Active
ACC_00001557,55,Checking,2016-02-24,2495.15,3008.52,22,9782.84,1,596,PA,0,Active
ACC_00001558,44,Checking,2023-09-14,1388.58,1280.59,24,4135.48,1,827,NC,0,Active
ACC_00001559,33,CD,2019-12-02,13091.18,13145.23,5,7559.75,0,741,NC,0,Dormant
ACC_00001560,65,Business Checking,2024-02-20,149085.0,150689.85,43,746429.6,1,645,GA,0,Active
ACC_00001561,46,Checking,2016-09-04,3046.19,3376.71,38,9213.12,0,802,NC,0,Active
ACC_00001562,40,Savings,2024-03-27,9292.77,11500.93,8,3248.91,0,830,OH,0,Active
ACC_00001563,74,Savings,2015-12-21,3591.37,3242.53,5,1847.28,0,850,MI,0,Active
ACC_00001564,41,CD,2018-08-27,48791.45,54815.49,11,27879.93,0,594,NC,0,Dormant
ACC_00001565,81,Money Market,2023-09-19,40151.52,51956.44,5,22637.78,1,609,NC,0,Active
ACC_00001566,35,CD,2018-11-03,17981.73,14541.9,7,9774.1,0,646,PA,0,Active
ACC_00001567,18,Savings,2024-09-21,1729.07,1597.75,11,658.14,0,693,FL,0,Active
ACC_00001568,34,Money Market,2018-11-07,14977.39,17196.25,7,11041.14,0,606,TX,0,Active
ACC_00001569,59,Savings,2020-06-28,8555.98,6715.96,7,3705.97,1,704,FL,0,Active
ACC_00001570,41,Savings,2017-01-13,7088.16,8163.23,9,5357.21,0,720,PA,0,Active
ACC_00001571,61,Savings,2017-11-19,12545.72,12445.9,5,4660.28,1,780,MI,0,Active
ACC_00001572,53,Checking,2018-11-07,1757.52,1627.88,20,4025.93,0,850,IL,0,Active
ACC_00001573,55,Checking,2020-10-18,1356.05,1375.36,24,4255.54,0,642,OH,0,Active
ACC_00001574,69,Checking,2018-09-01,355.83,415.32,30,588.62,0,717,GA,0,Active
ACC_00001575,41,Savings,2022-11-30,361.96,444.81,6,230.48,1,663,IL,0,Active
ACC_00001576,23,Business Checking,2025-03-16,38547.6,45693.87,44,138724.85,0,629,OH,0,Dormant
ACC_00001577,28,Savings,2020-09-25,4804.2,6195.36,12,3106.51,1,667,PA,0,Active
ACC_00001578,58,Money Market,2024-11-08,14062.53,11197.74,5,4458.6,0,587,GA,0,Active
ACC_00001579,38,Checking,2019-04-23,16160.07,12194.22,21,50003.39,0,790,MI,0,Active
ACC_00001580,23,Savings,2024-11-16,11918.77,14370.04,9,6105.47,0,705,CA,0,Closed
ACC_00001581,29,Money Market,2017-06-11,8427.67,8601.65,9,5445.31,1,729,TX,0,Active
ACC_00001582,34,Checking,2016-01-14,586.54,455.48,31,1531.41,0,760,TX,0,Active
ACC_00001583,61,Checking,2023-04-20,6649.07,6761.71,29,26535.53,0,801,FL,0,Active
ACC_00001584,34,Savings,2015-10-07,15249.97,15903.4,6,7151.27,0,755,GA,0,Closed
ACC_00001585,36,Savings,2023-12-12,56396.27,60356.93,4,22000.17,0,812,CA,0,Dormant
ACC_00001586,36,Checking,2022-04-19,426958.1,346202.62,27,1371683.41,1,563,OH,0,Active
ACC_00001587,40,Savings,2024-05-12,5719.75,4094.38,9,2970.83,1,850,OH,0,Active
ACC_00001588,22,Checking,2023-09-05,1987.1,2286.3,23,3943.37,0,764,MI,0,Active
ACC_00001589,51,Savings,2025-05-19,10251.05,9233.81,6,2434.86,0,703,PA,0,Active
ACC_00001590,32,Money Market,2020-08-13,52042.99,49724.63,11,29354.83,0,773,GA,0,Active
ACC_00001591,43,Checking,2025-07-11,1582.96,1542.85,29,3474.11,1,689,IL,0,Active
ACC_00001592,46,Money Market,2022-11-12,16980.52,16070.11,11,13393.76,0,670,OH,0,Active
ACC_00001593,62,Checking,2020-08-16,6393.88,6270.78,24,12607.24,0,757,CA,0,Dormant
ACC_00001594,25,Savings,2018-02-24,3194.85,2912.69,10,1987.49,0,615,OH,0,Active
ACC_00001595,41,Money Market,2023-03-27,6464.57,4882.02,7,3979.97,0,550,NY,0,Active
ACC_00001596,35,Savings,2020-09-20,27325.8,27222.24,7,7170.86,0,604,OH,0,Active
ACC_00001597,65,CD,2023-10-31,19665.89,25358.32,10,6742.13,0,576,PA,0,Active
ACC_00001598,68,Savings,2022-06-15,3391.57,3875.78,5,1509.52,1,725,NY,0,Active
ACC_00001599,59,Money Market,2016-12-28,10519.24,7617.36,8,8369.24,0,726,TX,0,Active
ACC_00001600,49,Business Checking,2024-01-04,116577.82,143507.05,45,323198.7,1,788,OH,0,Active
ACC_00001601,57,Checking,2020-05-05,7524.38,6830.02,22,20776.72,0,617,GA,0,Active
ACC_00001602,27,Checking,2020-08-14,948.66,1172.56,23,1569.81,0,753,GA,0,Active
ACC_00001603,41,Checking,2021-04-05,107549.71,89737.25,26,413422.22,1,554,NY,0,Active
ACC_00001604,18,Checking,2023-06-12,1243.16,872.76,16,3244.66,2,773,MI,0,Active
ACC_00001605,58,Checking,2023-12-29,372.18,445.3,26,792.84,0,713,IL,0,Active
ACC_00001606,21,Checking,2019-07-11,849.08,596.0,27,2337.02,0,610,PA,0,Active
ACC_00001607,62,Savings,2021-03-23,65432.71,63175.9,9,16734.13,0,850,TX,0,Active
ACC_00001608,57,Checking,2017-10-14,11288.5,8873.71,22,17212.27,2,703,IL,0,Active
ACC_00001609,47,Checking,2019-06-03,10920.03,12849.8,24,19485.63,0,642,NY,0,Active
ACC_00001610,65,Checking,2025-07-20,209.02,262.99,30,723.8,0,798,NY,0,Active
ACC_00001611,61,CD,2024-02-10,19601.94,22492.77,10,15442.64,1,693,MI,0,Active
ACC_00001612,55,Savings,2016-11-20,7801.0,8793.34,8,4971.69,1,574,PA,0,Active
ACC_00001613,19,Savings,2018-01-11,11388.46,9415.75,10,5390.32,1,767,OH,0,Active
ACC_00001614,35,Business Checking,2025-05-22,1662.68,1182.72,54,6847.87,0,523,FL,0,Active
ACC_00001615,31,Savings,2021-05-02,2297.51,2521.54,7,1099.6,2,712,NY,0,Active
ACC_00001616,33,Money Market,2020-07-26,88940.25,69621.04,11,53040.43,0,703,FL,0,Active
ACC_00001617,56,Checking,2023-06-17,1085.89,922.04,20,3691.55,2,714,MI,0,Active
ACC_00001618,59,CD,2019-12-17,23054.56,27009.78,9,9789.72,0,762,GA,0,Active
ACC_00001619,35,Savings,2022-10-16,11983.75,9307.21,6,2465.35,0,733,NC,0,Dormant
ACC_00001620,56,Checking,2018-08-02,11641.05,9352.85,16,33925.86,0,816,TX,0,Active
ACC_00001621,40,Checking,2017-06-02,7562.41,7009.94,34,18014.81,0,607,NY,0,Active
ACC_00001622,70,Savings,2016-01-17,35316.66,37010.09,7,23141.25,2,815,MI,0,Active
ACC_00001623,34,Money Market,2016-11-17,155132.61,173664.29,8,95763.88,1,765,OH,0,Active
ACC_00001624,40,Savings,2022-03-22,24163.82,22185.53,12,8724.91,0,606,IL,0,Active
ACC_00001625,39,CD,2024-05-26,20189.25,22209.44,8,9290.4,0,702,TX,0,Active
ACC_00001626,33,Business Checking,2025-06-10,12640.56,9006.68,35,59023.49,0,634,GA,0,Active
ACC_00001627,18,Checking,2024-06-25,273.94,309.56,29,741.95,0,627,TX,0,Active
ACC_00001628,18,Checking,2019-08-29,7550.75,7561.25,29,21725.52,0,750,MI,0,Active
ACC_00001629,43,Money Market,2025-01-24,11636.49,12739.36,11,3164.27,0,652,CA,0,Dormant
ACC_00001630,24,Checking,2023-01-11,251904.79,207326.59,28,470704.95,0,567,FL,0,Active
ACC_00001631,46,Checking,2017-11-11,2245.37,2321.67,31,7497.9,1,674,MI,0,Active
ACC_00001632,28,Checking,2023-11-26,6987.15,7059.55,23,14571.78,0,788,FL,0,Active
ACC_00001633,33,Checking,2019-09-28,687.69,584.32,30,2695.25,0,577,FL,0,Active
ACC_00001634,69,Savings,2020-10-12,17021.42,14415.16,12,10234.99,1,791,TX,0,Active
ACC_00001635,39,CD,2016-01-08,10697.54,12431.08,6,4007.81,1,626,NC,0,Active
ACC_00001636,41,Checking,2024-08-05,493.21,448.69,27,879.69,1,700,OH,0,Active
ACC_00001637,41,Money Market,2024-04-11,104149.84,79972.33,8,38194.33,0,850,PA,0,Active
ACC_00001638,41,Checking,2022-02-06,16284.57,17532.65,25,49424.75,0,623,FL,0,Dormant
ACC_00001639,86,Checking,2024-03-07,23158.22,22487.51,26,44726.86,0,552,GA,0,Active
ACC_00001640,43,Money Market,2019-08-20,472.7,476.19,4,284.86,0,825,FL,0,Active
ACC_00001641,18,CD,2017-06-07,46265.85,52670.79,8,20936.25,1,531,NC,0,Active
ACC_00001642,35,Checking,2019-12-01,3668.67,3320.86,27,14070.34,1,670,FL,0,Active
ACC_00001643,33,Money Market,2017-12-09,33606.58,36023.09,8,22809.5,1,404,FL,0,Active
ACC_00001644,51,Savings,2020-02-25,2685.49,2903.67,10,1792.46,2,665,FL,0,Active
ACC_00001645,30,CD,2024-04-11,24201.88,21388.1,6,18811.61,0,768,GA,0,Active
ACC_00001646,57,Money Market,2021-04-18,4601.12,5181.13,10,3548.8,1,674,OH,0,Dormant
ACC_00001647,69,Checking,2021-06-14,1592.25,1461.41,29,3434.49,0,684,IL,0,Active
ACC_00001648,30,Money Market,2017-11-10,33833.52,25750.91,6,25386.93,0,635,TX,0,Active
ACC_00001649,67,Money Market,2022-04-12,42394.51,29906.13,11,15394.78,2,756,TX,0,Dormant
ACC_00001650,41,CD,2025-01-09,21275.53,24125.86,9,8032.91,0,850,OH,0,Active
ACC_00001651,61,Money Market,2019-01-27,105828.23,123694.82,7,45467.75,0,595,GA,0,Active
ACC_00001652,60,Business Checking,2025-07-19,56248.53,51466.33,55,179762.39,0,770,OH,0,Active
ACC_00001653,23,Checking,2019-12-23,5646.72,6256.74,24,21071.16,1,529,CA,0,Active
ACC_00001654,18,Checking,2023-02-26,4067.46,4285.95,27,14942.16,0,657,OH,0,Active
ACC_00001655,44,CD,2016-10-08,21039.0,22393.44,4,10384.63,0,660,NY,0,Dormant
