loan_id,application_date,applicant_age,annual_income,credit_score,employment_years,debt_to_income_ratio,loan_type,loan_amount,loan_term_months,interest_rate,is_approved,is_default,state,purpose,own_home,years_at_address
LOAN_0002493,2024-02-01,39,67911,676,8,0.18,Auto,48841.25,48,0.134,1,0,CA,education,1,0
LOAN_0002494,2024-05-31,45,45198,645,1,0.272,Mortgage,117498.58,360,0.1602,0,0,CA,business,1,6
LOAN_0002495,2024-08-26,56,79612,542,0,0.218,Personal,29941.42,48,0.3243,0,0,NY,education,1,3
LOAN_0002496,2024-11-26,39,49785,395,3,0.547,Mortgage,218564.02,180,0.3984,0,0,OH,home_improvement,1,1
LOAN_0002497,2025-09-01,20,24409,596,1,0.066,Personal,29576.42,60,0.2741,0,0,NY,education,0,7
LOAN_0002498,2025-03-05,29,49330,669,4,0.64,Mortgage,204207.26,240,0.1102,0,0,IL,vacation,1,1
LOAN_0002499,2024-05-10,20,54803,850,1,0.232,Personal,27511.96,48,0.0315,0,0,MI,other,0,0
LOAN_0002500,2024-07-12,39,20000,514,9,0.169,Auto,48871.98,36,0.2963,0,0,GA,medical,1,0
LOAN_0002501,2024-06-22,54,42861,704,16,0.361,Personal,49823.55,24,0.1496,1,0,GA,education,1,5
LOAN_0002502,2025-01-12,45,90522,749,1,0.713,Student,79551.7,180,0.0596,1,1,FL,education,0,5
LOAN_0002503,2024-08-08,37,91332,850,0,0.145,Personal,45505.4,24,0.03,1,0,TX,business,1,3
LOAN_0002504,2024-01-18,18,20000,796,6,0.165,Auto,67010.93,36,0.03,0,0,NY,other,1,1
LOAN_0002505,2024-02-28,38,39877,850,5,0.238,Auto,17860.44,60,0.03,0,0,CA,home_improvement,1,4
LOAN_0002506,2023-11-24,53,100876,705,10,0.379,Personal,32695.4,24,0.1556,1,0,NC,other,0,5
LOAN_0002507,2024-06-04,18,31119,816,3,0.203,Auto,54768.91,36,0.03,0,0,NC,education,1,0
LOAN_0002508,2024-01-04,28,31374,447,2,0.381,Student,49579.79,240,0.3678,0,0,GA,medical,1,5
LOAN_0002509,2024-01-19,76,20000,779,6,0.661,Auto,27709.27,48,0.03,1,0,GA,business,0,2
LOAN_0002510,2024-11-21,49,51082,540,1,0.333,Student,37397.29,180,0.2546,0,0,NY,business,1,0
LOAN_0002511,2024-04-03,47,20000,830,1,0.439,Mortgage,99464.38,240,0.03,0,0,CA,education,1,6
LOAN_0002512,2024-10-12,42,20000,694,1,0.439,Business,25686.99,24,0.1398,0,0,OH,business,1,2
LOAN_0002513,2024-09-04,41,100381,850,28,0.113,Auto,21166.42,72,0.03,1,0,IL,other,1,4
LOAN_0002514,2024-12-28,29,72881,655,0,0.252,Personal,9218.61,60,0.2284,1,0,GA,medical,1,3
LOAN_0002515,2024-07-03,18,108203,658,8,0.253,Mortgage,386979.91,360,0.1379,1,0,NY,debt_consolidation,1,0
LOAN_0002516,2024-03-16,35,30821,850,2,0.138,Auto,15778.97,36,0.03,1,0,MI,medical,1,7
LOAN_0002517,2024-06-28,39,22583,669,1,0.574,Auto,27523.19,72,0.1401,0,0,TX,education,1,7
LOAN_0002518,2024-04-23,32,64848,850,1,0.322,Personal,42441.16,60,0.03,1,0,IL,business,0,0
LOAN_0002519,2023-11-05,26,31466,729,4,0.204,Auto,22522.45,36,0.0846,1,1,CA,vacation,1,4
LOAN_0002520,2024-12-09,34,40782,838,3,0.387,Student,98900.26,180,0.03,1,0,TX,vacation,0,2
LOAN_0002521,2024-05-20,22,45476,618,2,0.124,Personal,48405.84,24,0.242,1,0,CA,business,1,1
LOAN_0002522,2024-01-11,25,56029,850,2,0.198,Personal,32683.02,24,0.0386,0,0,IL,other,1,0
LOAN_0002523,2024-02-04,44,74274,850,1,0.361,Mortgage,176128.18,240,0.03,1,0,MI,other,0,5
LOAN_0002524,2023-09-15,50,28829,850,4,0.162,Personal,27140.31,48,0.03,1,0,CA,medical,1,1
LOAN_0002525,2025-05-03,59,36075,737,3,0.29,Mortgage,169798.59,180,0.0468,0,0,CA,home_improvement,1,0
LOAN_0002526,2025-01-19,56,20000,679,8,0.137,Personal,31297.39,36,0.2113,1,0,NY,medical,1,4
LOAN_0002527,2025-05-17,51,24574,639,3,0.319,Mortgage,103086.02,300,0.165,0,0,IL,business,0,0
LOAN_0002528,2025-05-09,34,82607,669,0,0.26,Mortgage,333167.33,180,0.1104,1,0,NC,business,1,1
LOAN_0002529,2025-08-26,45,33576,850,13,0.073,Business,49349.54,60,0.03,1,0,GA,education,1,6
LOAN_0002530,2025-07-26,37,20199,727,0,0.663,Auto,60550.74,48,0.0852,0,0,FL,business,0,0
LOAN_0002531,2024-04-08,50,133762,449,0,0.372,Personal,9560.11,36,0.423,0,0,MI,other,0,11
LOAN_0002532,2025-04-30,47,61410,661,5,0.467,Student,12932.08,120,0.1592,1,1,FL,medical,1,1
LOAN_0002533,2025-04-18,46,24892,702,9,0.077,Personal,27924.96,48,0.1871,1,0,OH,business,1,0
LOAN_0002534,2024-07-05,23,23788,716,2,0.455,Auto,60208.04,36,0.1016,0,0,NC,debt_consolidation,0,4
LOAN_0002535,2024-12-26,61,32125,793,8,0.213,Mortgage,126041.95,300,0.03,0,0,IL,medical,0,0
LOAN_0002536,2024-07-02,32,24496,609,9,0.239,Mortgage,100957.03,180,0.1876,1,0,TX,education,1,2
LOAN_0002537,2023-10-16,42,68992,753,1,0.261,Personal,10576.64,24,0.1258,1,0,MI,business,0,2
LOAN_0002538,2024-08-10,57,61394,616,3,0.132,Mortgage,204799.74,180,0.1761,1,0,MI,business,1,1
LOAN_0002539,2024-10-28,18,172013,801,1,0.169,Mortgage,439461.85,240,0.03,0,0,GA,home_improvement,1,2
LOAN_0002540,2025-04-05,41,20000,539,4,0.775,Mortgage,96753.53,300,0.2701,0,0,FL,debt_consolidation,0,6
LOAN_0002541,2024-01-17,71,47409,578,8,0.347,Student,94267.06,240,0.215,1,0,NC,other,1,5
LOAN_0002542,2025-01-19,48,58578,746,0,0.541,Auto,76689.45,72,0.0527,0,0,CA,other,0,5
LOAN_0002543,2025-01-19,40,68612,810,5,0.313,Auto,74998.11,72,0.03,0,0,NY,business,1,1
LOAN_0002544,2025-01-09,31,20000,508,12,0.563,Auto,51199.51,48,0.3134,0,0,IL,home_improvement,1,9
LOAN_0002545,2023-09-17,18,62730,436,3,0.295,Personal,32418.74,24,0.4324,0,0,CA,other,1,0
LOAN_0002546,2024-01-07,49,69237,679,6,0.17,Personal,26972.99,24,0.1911,1,0,MI,vacation,0,0
LOAN_0002547,2025-04-13,31,44503,538,21,0.206,Business,93345.81,84,0.2992,0,0,OH,home_improvement,1,5
LOAN_0002548,2024-08-06,35,74402,850,3,0.498,Mortgage,229773.41,240,0.03,0,0,IL,education,0,2
LOAN_0002549,2024-12-13,33,47399,576,2,0.288,Business,55614.8,36,0.2494,0,0,CA,business,0,2
LOAN_0002550,2023-12-01,37,20704,758,7,0.136,Auto,48161.16,36,0.0716,1,0,FL,medical,0,2
LOAN_0002551,2025-01-06,48,47216,629,6,0.423,Auto,76946.06,60,0.1777,0,0,OH,vacation,1,3
LOAN_0002552,2023-11-08,18,20000,550,0,0.099,Personal,10044.4,48,0.3054,0,0,TX,vacation,1,5
LOAN_0002553,2023-10-22,27,40176,692,0,0.567,Personal,31179.96,48,0.1862,0,0,CA,vacation,1,0
LOAN_0002554,2024-08-07,34,56542,687,1,0.294,Mortgage,232349.71,300,0.1111,1,0,TX,medical,1,13
LOAN_0002555,2023-10-03,55,41004,577,6,0.372,Personal,24092.31,24,0.2852,0,0,NY,education,1,8
LOAN_0002556,2025-04-11,31,192010,531,1,0.146,Auto,46157.98,60,0.2851,1,0,NY,debt_consolidation,1,0
LOAN_0002557,2024-08-04,45,231732,823,2,0.057,Business,320747.51,24,0.03,1,0,TX,vacation,0,4
LOAN_0002558,2025-05-04,35,32760,775,2,0.095,Personal,39595.56,24,0.0851,1,0,IL,debt_consolidation,0,4
LOAN_0002559,2023-09-19,48,66091,492,0,0.165,Mortgage,255283.13,180,0.3003,0,0,PA,vacation,1,0
LOAN_0002560,2024-11-09,52,77018,682,2,0.674,Mortgage,139990.97,180,0.124,0,0,CA,debt_consolidation,1,1
LOAN_0002561,2025-01-25,27,59297,678,0,0.615,Personal,24720.86,36,0.1879,1,1,CA,medical,1,1
LOAN_0002562,2023-11-27,29,32701,812,5,0.51,Personal,17090.83,48,0.0417,0,0,GA,business,1,8
LOAN_0002563,2025-01-07,48,44166,806,12,0.118,Auto,51829.11,36,0.03,1,0,NY,education,1,2
LOAN_0002564,2024-11-27,48,51454,709,1,0.034,Mortgage,167947.9,300,0.0769,1,0,IL,debt_consolidation,1,0
LOAN_0002565,2024-10-14,22,30233,850,10,0.409,Auto,64487.41,60,0.03,1,0,NC,education,0,1
LOAN_0002566,2025-04-12,43,56913,672,2,0.216,Business,79447.53,60,0.1705,1,0,FL,medical,1,4
LOAN_0002567,2023-11-25,63,20000,603,7,0.353,Business,62255.65,84,0.2107,0,0,MI,other,1,6
LOAN_0002568,2023-09-10,49,21682,745,1,0.227,Personal,21032.97,48,0.1317,1,0,PA,education,0,2
LOAN_0002569,2024-04-11,36,70320,432,1,0.615,Mortgage,171151.48,360,0.3498,0,0,IL,business,0,9
LOAN_0002570,2024-09-06,54,20754,727,5,0.136,Business,75135.61,36,0.1096,1,0,GA,debt_consolidation,1,2
LOAN_0002571,2025-03-18,46,65169,538,8,0.193,Auto,63773.66,60,0.2824,1,1,OH,vacation,1,2
LOAN_0002572,2024-09-05,31,72721,551,0,0.191,Mortgage,317110.14,300,0.2282,1,1,TX,home_improvement,0,0
LOAN_0002573,2024-03-15,18,51617,760,4,0.121,Business,78384.19,84,0.0642,1,0,MI,education,1,0
LOAN_0002574,2023-10-04,35,63763,570,8,0.278,Auto,58328.94,48,0.2468,0,0,MI,other,0,3
LOAN_0002575,2024-09-05,78,72694,557,6,0.503,Personal,35677.43,36,0.3098,1,0,CA,home_improvement,0,3
LOAN_0002576,2024-07-07,23,25146,477,8,0.193,Personal,22267.66,48,0.3851,0,0,MI,business,1,3
LOAN_0002577,2025-05-13,54,47570,567,10,0.098,Auto,32089.98,48,0.2403,0,0,NY,business,1,2
LOAN_0002578,2024-10-17,40,55498,687,1,0.089,Business,129005.61,48,0.1318,1,0,NC,other,1,1
LOAN_0002579,2024-03-06,46,46514,716,4,0.126,Personal,47601.24,60,0.1611,0,0,MI,debt_consolidation,1,0
LOAN_0002580,2024-11-25,40,64276,521,0,0.269,Mortgage,264716.13,360,0.2533,0,0,OH,debt_consolidation,1,2
LOAN_0002581,2025-07-29,21,22377,576,3,0.212,Student,15957.46,240,0.2353,0,0,CA,medical,1,5
LOAN_0002582,2025-04-05,63,89103,584,4,0.53,Mortgage,154852.79,240,0.2089,0,0,CA,other,1,0
LOAN_0002583,2024-09-29,52,46991,490,6,0.322,Auto,59307.96,36,0.3288,0,0,TX,debt_consolidation,1,17
LOAN_0002584,2024-05-08,37,124390,791,4,0.35,Auto,46935.87,48,0.03,1,0,NC,home_improvement,0,1
LOAN_0002585,2025-04-25,52,251374,850,16,0.449,Mortgage,677897.04,180,0.03,1,0,FL,home_improvement,1,4
LOAN_0002586,2024-01-20,31,111338,850,6,0.369,Mortgage,527943.43,360,0.03,1,0,FL,home_improvement,0,1
LOAN_0002587,2025-05-21,58,55252,755,0,0.388,Personal,6912.65,36,0.1252,1,0,FL,education,1,0
LOAN_0002588,2024-08-30,47,28101,612,7,0.107,Personal,40976.1,48,0.2771,0,0,OH,debt_consolidation,0,5
LOAN_0002589,2024-12-12,42,54390,850,1,0.25,Personal,14280.0,60,0.03,1,1,CA,debt_consolidation,0,1
LOAN_0002590,2024-08-31,46,23188,756,2,0.262,Personal,24165.24,36,0.1041,0,0,FL,home_improvement,1,3
LOAN_0002591,2025-08-04,53,32523,850,1,0.157,Personal,49040.41,48,0.03,1,0,NC,medical,1,2
LOAN_0002592,2024-06-21,59,66778,577,12,0.341,Personal,46856.88,24,0.2799,1,0,TX,home_improvement,1,1
LOAN_0002593,2025-07-14,31,152240,831,5,0.122,Mortgage,235853.25,300,0.03,1,0,CA,education,0,3
LOAN_0002594,2025-08-04,60,37635,850,11,0.032,Student,68570.3,180,0.03,1,0,CA,education,1,5
LOAN_0002595,2025-08-25,56,153649,619,0,0.192,Mortgage,356168.61,240,0.1861,1,0,GA,debt_consolidation,1,3
LOAN_0002596,2023-09-12,22,20603,814,2,0.104,Auto,51133.34,48,0.03,1,0,NC,education,1,2
LOAN_0002597,2024-03-14,43,50702,622,0,0.225,Mortgage,189780.57,360,0.1571,1,1,OH,other,0,2
LOAN_0002598,2025-08-26,30,56399,515,1,0.079,Mortgage,109083.76,360,0.2584,0,0,NY,vacation,1,1
LOAN_0002599,2024-10-11,32,41455,850,2,0.351,Mortgage,135991.17,300,0.03,1,0,FL,home_improvement,0,1
LOAN_0002600,2025-07-21,26,48140,621,7,0.262,Auto,58718.03,60,0.1807,1,0,MI,vacation,1,1
LOAN_0002601,2024-07-05,31,37175,850,10,0.539,Auto,71784.89,48,0.03,1,1,CA,business,1,0
LOAN_0002602,2024-04-18,44,48354,749,4,0.501,Business,60995.09,60,0.081,0,0,CA,vacation,0,4
LOAN_0002603,2025-03-22,42,35961,727,0,0.263,Personal,43293.03,60,0.1546,1,1,OH,vacation,1,2
LOAN_0002604,2024-07-27,41,61533,850,3,0.51,Mortgage,119680.08,300,0.03,0,0,TX,home_improvement,0,1
LOAN_0002605,2024-10-30,68,71828,706,2,0.159,Mortgage,205556.33,240,0.0853,1,0,IL,vacation,1,0
LOAN_0002606,2025-06-24,23,51695,566,5,0.414,Mortgage,209990.56,300,0.2447,1,0,GA,debt_consolidation,0,0
LOAN_0002607,2023-12-31,18,59261,535,2,0.359,Personal,40445.51,60,0.3428,0,0,FL,home_improvement,1,4
LOAN_0002608,2024-10-02,32,20000,556,1,0.196,Personal,43292.97,36,0.3253,0,0,OH,business,1,3
LOAN_0002609,2023-12-05,47,22283,648,3,0.818,Business,97144.32,24,0.1835,0,0,IL,home_improvement,1,4
LOAN_0002610,2023-12-11,56,40616,504,4,0.123,Personal,13862.22,36,0.3526,0,0,NY,education,1,3
LOAN_0002611,2025-02-11,53,107750,558,11,0.343,Personal,14747.31,60,0.3104,1,0,OH,other,1,5
LOAN_0002612,2024-05-25,47,48095,704,2,0.222,Business,152060.98,48,0.1252,1,0,OH,business,1,4
LOAN_0002613,2023-11-29,59,20000,850,1,0.161,Business,31815.28,24,0.03,1,0,IL,debt_consolidation,0,8
LOAN_0002614,2024-03-09,42,62837,668,0,0.066,Mortgage,137808.04,300,0.1146,1,0,FL,other,0,4
LOAN_0002615,2025-01-26,46,74025,744,4,0.35,Personal,41850.33,24,0.1327,1,0,TX,home_improvement,1,0
LOAN_0002616,2024-07-27,59,41039,755,1,0.345,Personal,26292.69,36,0.1305,1,0,IL,education,0,2
LOAN_0002617,2024-08-07,66,49456,652,2,0.119,Mortgage,170542.93,240,0.1476,0,0,PA,business,1,0
LOAN_0002618,2023-12-24,21,31522,676,7,0.233,Auto,71649.89,48,0.1472,1,0,IL,medical,0,13
LOAN_0002619,2025-01-24,24,46289,575,5,0.402,Auto,73757.92,36,0.234,0,0,MI,education,0,3
LOAN_0002620,2024-11-25,28,116830,667,0,0.146,Student,62929.4,240,0.1428,1,0,MI,education,1,4
LOAN_0002621,2023-09-20,57,62477,715,0,0.469,Mortgage,114366.77,240,0.0742,0,0,OH,education,1,0
LOAN_0002622,2024-01-31,27,83821,722,10,0.138,Student,49488.98,240,0.0867,0,0,TX,business,1,10
LOAN_0002623,2024-06-11,44,102998,513,1,0.042,Business,451684.6,36,0.3221,0,0,FL,vacation,0,0
LOAN_0002624,2025-08-02,27,74415,564,4,0.063,Business,245144.89,60,0.2535,1,0,MI,vacation,1,0
LOAN_0002625,2023-12-04,18,42230,775,0,0.228,Student,40770.96,240,0.0333,1,1,PA,business,1,4
LOAN_0002626,2025-06-03,32,36255,835,8,0.19,Personal,23155.73,48,0.03,1,0,FL,other,1,3
LOAN_0002627,2025-08-04,24,51690,601,2,0.474,Business,91725.92,84,0.2486,0,0,NY,medical,1,6
LOAN_0002628,2023-12-10,62,20000,679,12,0.184,Mortgage,99285.5,360,0.1176,1,0,PA,debt_consolidation,1,2
LOAN_0002629,2025-04-27,37,43323,499,4,0.119,Mortgage,109542.7,240,0.2917,0,0,NC,business,1,0
LOAN_0002630,2023-10-26,49,45929,816,4,0.294,Mortgage,213037.08,180,0.03,0,0,IL,home_improvement,1,1
LOAN_0002631,2024-04-25,38,71456,696,7,0.39,Auto,74807.27,72,0.0916,1,0,GA,education,1,2
LOAN_0002632,2024-12-07,18,20000,739,20,0.236,Personal,23877.92,60,0.1231,1,0,CA,debt_consolidation,1,2
LOAN_0002633,2023-11-25,45,38055,682,1,0.103,Auto,41876.62,60,0.1312,1,0,IL,other,0,6
LOAN_0002634,2024-10-28,48,76116,648,1,0.265,Personal,16904.54,36,0.2182,1,0,NY,home_improvement,0,4
LOAN_0002635,2025-07-18,19,43067,549,5,0.273,Auto,75117.74,48,0.2602,0,0,IL,medical,1,1
LOAN_0002636,2023-11-10,20,95905,723,7,0.392,Student,98898.45,240,0.0593,1,0,GA,business,1,2
LOAN_0002637,2024-01-05,18,20332,624,2,0.656,Auto,74248.72,36,0.1877,0,0,IL,education,0,1
LOAN_0002638,2023-12-12,70,39026,586,1,0.347,Personal,45468.28,48,0.2706,0,0,PA,business,0,0
LOAN_0002639,2025-06-29,51,98326,822,1,0.37,Personal,19721.31,60,0.0559,0,0,NY,medical,0,0
LOAN_0002640,2024-10-18,22,37758,655,10,0.069,Student,23544.65,240,0.1459,0,0,NC,business,1,0
LOAN_0002641,2024-01-24,34,60672,501,0,0.456,Personal,34474.18,48,0.3741,0,0,IL,other,0,1
LOAN_0002642,2024-11-12,65,39015,572,3,0.618,Personal,11302.61,60,0.2886,0,0,MI,debt_consolidation,1,4
LOAN_0002643,2025-05-12,39,29125,661,2,0.151,Business,38107.32,36,0.1841,0,0,FL,vacation,1,0
LOAN_0002644,2024-03-14,28,25543,711,2,0.051,Auto,73387.79,36,0.0878,1,0,OH,business,1,1
LOAN_0002645,2024-08-25,21,21123,742,2,0.268,Personal,32440.39,24,0.1245,1,0,NC,other,0,3
LOAN_0002646,2024-09-18,34,41345,548,3,0.417,Mortgage,131049.4,240,0.2539,0,0,NY,medical,0,0
LOAN_0002647,2025-04-16,21,89215,699,0,0.387,Student,68150.32,240,0.1139,0,0,PA,business,0,0
LOAN_0002648,2025-04-26,50,77904,796,0,0.23,Personal,5106.52,36,0.0753,1,0,IL,business,1,10
LOAN_0002649,2023-10-02,31,32125,808,7,0.387,Auto,53374.44,48,0.03,1,0,GA,home_improvement,0,5
LOAN_0002650,2024-04-03,50,37983,741,1,0.243,Mortgage,165751.49,180,0.0488,0,0,PA,vacation,0,4
LOAN_0002651,2024-01-10,47,46763,716,5,0.192,Mortgage,157410.22,360,0.0678,1,0,NY,vacation,0,16
LOAN_0002652,2023-10-30,41,109261,682,3,0.239,Auto,36716.1,36,0.1161,1,1,NY,education,1,1
LOAN_0002653,2025-05-10,21,58612,590,1,0.131,Auto,65351.97,48,0.2216,1,0,NY,vacation,1,1
LOAN_0002654,2025-07-19,39,149413,593,3,0.264,Student,40796.64,120,0.2105,1,0,NY,medical,1,2
LOAN_0002655,2024-05-01,68,22037,770,4,0.489,Mortgage,103227.21,360,0.0339,0,0,OH,vacation,1,3
LOAN_0002656,2024-06-14,18,111478,542,12,0.177,Personal,32882.09,60,0.3341,1,0,MI,home_improvement,1,1
LOAN_0002657,2025-08-30,36,91587,697,13,0.205,Personal,21185.75,36,0.1548,1,0,NC,education,1,2
LOAN_0002658,2024-08-02,41,53210,701,10,0.704,Mortgage,199980.6,240,0.0899,1,1,PA,education,1,0
LOAN_0002659,2025-07-21,18,116338,759,0,0.346,Student,83055.34,240,0.03,1,0,GA,debt_consolidation,0,7
LOAN_0002660,2024-11-04,29,86860,614,5,0.399,Personal,23913.57,48,0.2459,1,0,IL,vacation,1,7
LOAN_0002661,2024-06-25,20,66762,410,2,0.532,Auto,51780.85,36,0.4032,0,0,NC,business,0,2
LOAN_0002662,2023-12-23,49,52688,603,3,0.333,Personal,35651.34,48,0.278,1,0,PA,other,1,1
LOAN_0002663,2025-05-14,35,29098,627,0,0.044,Auto,56530.78,60,0.1864,0,0,NC,debt_consolidation,0,0
LOAN_0002664,2024-04-12,18,71386,656,12,0.41,Personal,22145.65,48,0.213,1,0,NY,vacation,1,1
LOAN_0002665,2025-01-28,51,32562,568,10,0.1,Student,24906.02,120,0.2225,1,1,OH,home_improvement,1,8
LOAN_0002666,2023-12-28,46,54236,561,4,0.378,Auto,42690.85,48,0.2502,1,1,MI,medical,1,12
LOAN_0002667,2024-12-15,38,42521,742,0,0.399,Mortgage,118224.05,300,0.0535,1,0,GA,home_improvement,1,8
LOAN_0002668,2024-09-25,27,42282,668,0,0.636,Auto,35740.82,48,0.1617,0,0,NY,education,1,0
LOAN_0002669,2025-06-24,43,71867,626,6,0.435,Auto,17883.02,48,0.1766,1,0,PA,medical,1,8
LOAN_0002670,2023-12-19,39,20000,701,4,0.328,Auto,33171.15,36,0.1111,1,0,NC,other,0,1
LOAN_0002671,2024-06-24,50,91098,700,3,0.016,Student,97606.78,240,0.1082,1,0,GA,other,1,0
LOAN_0002672,2025-02-02,18,59730,674,6,0.125,Personal,14844.3,60,0.19,0,0,FL,home_improvement,0,10
LOAN_0002673,2024-05-13,70,75826,691,0,0.14,Auto,51466.0,72,0.119,1,0,TX,vacation,1,5
LOAN_0002674,2024-05-02,60,71437,714,2,0.139,Auto,63603.74,36,0.0981,1,1,FL,vacation,1,3
LOAN_0002675,2024-12-22,34,61834,590,7,0.324,Auto,61575.49,60,0.215,1,0,IL,education,0,10
LOAN_0002676,2023-09-25,47,22383,734,0,0.173,Personal,41234.56,48,0.1335,1,0,NY,home_improvement,0,0
LOAN_0002677,2024-12-12,18,144747,678,1,0.125,Student,78630.53,180,0.1292,0,0,IL,debt_consolidation,0,4
LOAN_0002678,2024-09-26,42,55405,654,4,0.247,Mortgage,150797.01,360,0.1191,1,0,OH,vacation,1,1
LOAN_0002679,2024-12-27,58,30445,645,0,0.265,Personal,18576.78,48,0.2351,0,0,MI,debt_consolidation,1,1
LOAN_0002680,2023-11-19,34,20000,819,3,0.238,Auto,70115.16,36,0.03,1,0,GA,education,1,2
LOAN_0002681,2023-11-07,26,76515,805,1,0.294,Auto,15633.88,36,0.03,1,0,TX,education,1,10
LOAN_0002682,2025-01-11,60,39581,802,6,0.307,Business,171621.13,48,0.03,1,0,NY,home_improvement,1,3
LOAN_0002683,2025-08-09,33,26655,667,7,0.325,Auto,70940.35,72,0.1447,0,0,NC,debt_consolidation,1,5
LOAN_0002684,2023-11-15,52,41723,806,2,0.262,Auto,39068.44,48,0.03,0,0,CA,home_improvement,1,0
LOAN_0002685,2024-12-08,49,50701,488,1,0.312,Auto,62841.4,36,0.3024,0,0,GA,business,1,1
LOAN_0002686,2024-04-04,24,66545,755,1,0.648,Student,54200.91,240,0.0541,0,0,NY,other,1,0
LOAN_0002687,2024-12-17,46,43672,577,4,0.285,Student,34899.38,120,0.2302,0,0,GA,home_improvement,1,3
LOAN_0002688,2025-06-25,31,37498,597,10,0.303,Mortgage,113730.1,300,0.1814,1,1,NY,medical,1,3
LOAN_0002689,2025-07-13,43,23238,539,15,0.361,Auto,68373.33,36,0.2639,0,0,PA,other,1,8
LOAN_0002690,2025-06-05,23,70824,777,1,0.482,Auto,40173.15,48,0.0354,1,0,NC,debt_consolidation,0,2
LOAN_0002691,2024-05-12,75,29653,566,5,0.388,Personal,9310.91,24,0.3017,0,0,MI,medical,1,0
LOAN_0002692,2024-04-15,36,25449,572,5,0.193,Business,82198.54,48,0.2561,0,0,OH,education,1,4
LOAN_0002693,2024-07-01,51,20000,622,1,0.581,Business,79861.42,84,0.2144,0,0,NY,business,1,4
LOAN_0002694,2024-04-04,33,44560,697,8,0.153,Business,100220.04,24,0.1348,1,0,IL,vacation,1,2
LOAN_0002695,2024-02-27,46,47613,761,4,0.032,Auto,44174.49,72,0.0463,1,0,MI,vacation,1,5
LOAN_0002696,2025-03-14,31,39467,716,6,0.22,Mortgage,176076.07,240,0.0809,1,0,IL,medical,1,5
LOAN_0002697,2023-10-10,28,46332,733,6,0.512,Personal,48715.56,60,0.1453,1,1,CA,vacation,0,3
LOAN_0002698,2024-12-18,24,100012,785,10,0.362,Personal,49854.35,48,0.0804,1,0,CA,other,1,3
LOAN_0002699,2025-05-08,61,42150,850,6,0.252,Mortgage,157883.9,360,0.03,1,1,NC,debt_consolidation,0,2
LOAN_0002700,2024-04-15,62,50166,675,5,0.289,Mortgage,155659.94,180,0.105,0,0,TX,education,1,3
LOAN_0002701,2025-04-24,42,27430,843,1,0.423,Auto,51156.28,36,0.03,1,0,TX,education,1,7
LOAN_0002702,2024-01-01,22,35498,783,5,0.532,Personal,40784.6,36,0.0968,1,0,NC,vacation,1,1
LOAN_0002703,2024-01-21,19,52759,520,1,0.158,Student,50287.92,180,0.3022,0,0,IL,other,1,3
LOAN_0002704,2024-01-10,27,20000,810,0,0.119,Auto,28339.04,36,0.03,1,1,PA,debt_consolidation,1,6
LOAN_0002705,2025-06-12,22,24915,755,7,0.262,Personal,48984.5,24,0.1112,1,0,GA,business,0,4
LOAN_0002706,2024-06-21,38,94206,592,4,0.252,Business,426240.89,60,0.238,0,0,GA,business,0,0
LOAN_0002707,2024-03-31,26,62391,850,8,0.217,Student,79494.08,240,0.03,1,0,OH,vacation,0,0
LOAN_0002708,2025-04-10,31,64864,850,18,0.403,Mortgage,118969.72,240,0.03,1,0,NC,home_improvement,0,11
LOAN_0002709,2025-01-18,22,42464,850,15,0.548,Mortgage,140811.13,240,0.03,0,0,GA,vacation,0,0
LOAN_0002710,2025-05-11,26,76116,687,5,0.211,Personal,7834.91,48,0.18,1,0,IL,business,1,4
LOAN_0002711,2025-05-02,64,39174,651,6,0.545,Mortgage,126885.95,180,0.1437,0,0,IL,vacation,0,8
LOAN_0002712,2025-01-15,42,25429,453,11,0.221,Auto,77677.69,36,0.3491,0,0,PA,medical,1,8
LOAN_0002713,2025-07-13,55,90946,677,1,0.388,Student,93200.37,240,0.132,1,0,IL,business,1,2
LOAN_0002714,2023-09-30,36,79333,535,1,0.429,Auto,22079.96,72,0.2662,1,1,TX,business,1,0
LOAN_0002715,2023-10-27,41,69647,769,0,0.419,Auto,67226.45,36,0.0518,0,0,FL,vacation,1,0
LOAN_0002716,2024-10-15,18,211328,763,4,0.398,Mortgage,540461.99,300,0.03,0,0,MI,education,1,1
LOAN_0002717,2023-11-09,33,22689,660,0,0.286,Auto,63756.78,72,0.1436,0,0,OH,education,1,2
LOAN_0002718,2024-01-05,43,44473,575,12,0.091,Mortgage,132294.79,300,0.2104,1,0,NY,other,0,1
LOAN_0002719,2025-04-10,66,55663,648,23,0.327,Mortgage,241401.73,240,0.1215,1,0,MI,business,1,2
LOAN_0002720,2024-07-13,51,67388,821,0,0.244,Auto,19460.91,48,0.03,1,0,TX,medical,1,8
LOAN_0002721,2025-07-17,66,20000,693,5,0.356,Mortgage,96678.27,240,0.0985,1,0,OH,vacation,0,1
LOAN_0002722,2023-09-13,24,323456,699,5,0.249,Personal,33641.04,24,0.1746,0,0,OH,medical,1,2
LOAN_0002723,2024-07-29,45,36834,682,15,0.702,Business,128571.35,36,0.1539,1,0,OH,business,1,4
LOAN_0002724,2024-09-08,63,81645,763,0,0.36,Mortgage,207204.14,180,0.0338,1,0,IL,vacation,1,0
LOAN_0002725,2025-03-01,51,126270,756,3,0.136,Mortgage,540855.64,360,0.0345,1,0,TX,medical,0,1
