customer_id,age,income,credit_score,account_age_months,state,risk_profile
CUST_001747,35,52387,662,100,NC,MEDIUM
CUST_001748,19,19204,573,23,OH,LOW
CUST_001749,18,61343,582,207,IL,LOW
CUST_001750,64,46345,638,141,IL,LOW
CUST_001751,22,25156,757,206,MI,MEDIUM
CUST_001752,37,33834,638,142,NC,LOW
CUST_001753,28,80753,809,165,NC,LOW
CUST_001754,59,52405,560,5,NY,LOW
CUST_001755,19,36475,529,150,OH,MEDIUM
CUST_001756,20,32246,850,28,MI,MEDIUM
CUST_001757,40,37733,601,237,CA,LOW
CUST_001758,72,28116,522,132,FL,MEDIUM
CUST_001759,29,12678,470,50,NY,LOW
CUST_001760,37,100819,809,102,MI,LOW
CUST_001761,22,39248,639,29,NC,LOW
CUST_001762,54,44314,649,37,PA,LOW
CUST_001763,55,35279,660,163,FL,MEDIUM
CUST_001764,47,25145,801,148,TX,MEDIUM
CUST_001765,26,33091,658,163,FL,LOW
CUST_001766,51,16322,850,227,NY,LOW
CUST_001767,70,113384,696,212,IL,LOW
CUST_001768,61,19589,807,130,NC,LOW
CUST_001769,52,21677,776,116,PA,MEDIUM
CUST_001770,69,29140,675,58,NY,MEDIUM
CUST_001771,75,69150,609,146,PA,LOW
CUST_001772,39,36579,719,222,NC,LOW
CUST_001773,61,19573,741,106,FL,MEDIUM
CUST_001774,41,67993,611,56,CA,LOW
CUST_001775,34,52339,699,122,NY,HIGH
CUST_001776,27,47534,828,192,IL,LOW
CUST_001777,47,51941,850,221,MI,LOW
CUST_001778,73,120232,782,103,OH,LOW
CUST_001779,76,108287,850,123,GA,LOW
CUST_001780,63,25761,604,180,TX,LOW
CUST_001781,40,81792,764,22,NC,LOW
CUST_001782,49,43984,840,221,NY,MEDIUM
CUST_001783,34,46608,572,60,FL,LOW
CUST_001784,67,15581,621,238,FL,LOW
CUST_001785,68,33349,850,138,PA,MEDIUM
CUST_001786,34,24187,562,84,MI,MEDIUM
CUST_001787,31,54941,519,128,PA,LOW
CUST_001788,26,62040,850,80,TX,MEDIUM
CUST_001789,57,12871,823,134,NC,HIGH
CUST_001790,19,35917,731,81,IL,LOW
CUST_001791,62,63635,674,6,NY,LOW
CUST_001792,42,33079,627,86,PA,LOW
CUST_001793,56,52288,713,82,TX,LOW
CUST_001794,26,43285,850,224,GA,LOW
CUST_001795,71,43080,708,156,TX,LOW
CUST_001796,39,31708,850,42,IL,MEDIUM
CUST_001797,60,19765,572,74,FL,LOW
CUST_001798,63,20727,677,41,FL,LOW
CUST_001799,21,51775,635,63,NY,MEDIUM
CUST_001800,43,36670,549,22,GA,LOW
CUST_001801,75,33885,661,220,TX,LOW
CUST_001802,46,29379,730,79,FL,LOW
CUST_001803,62,31176,742,235,PA,LOW
CUST_001804,51,61295,850,157,NC,HIGH
CUST_001805,40,30711,735,71,FL,LOW
CUST_001806,54,18573,818,114,TX,MEDIUM
CUST_001807,28,52671,687,34,IL,LOW
CUST_001808,23,32779,850,96,NC,MEDIUM
CUST_001809,35,36890,850,130,CA,LOW
CUST_001810,38,81128,743,154,IL,LOW
CUST_001811,59,35944,560,109,FL,HIGH
CUST_001812,53,41965,614,75,IL,LOW
CUST_001813,58,20141,713,217,OH,LOW
CUST_001814,55,32538,734,19,OH,LOW
CUST_001815,51,49254,763,125,OH,LOW
CUST_001816,34,16685,735,20,CA,MEDIUM
CUST_001817,54,40151,680,161,NC,MEDIUM
CUST_001818,42,38192,603,209,OH,LOW
CUST_001819,55,37072,728,116,FL,MEDIUM
CUST_001820,75,60996,850,94,FL,LOW
CUST_001821,29,42925,802,82,NY,LOW
CUST_001822,40,76041,744,96,PA,LOW
CUST_001823,70,22097,803,104,MI,LOW
CUST_001824,59,38869,635,237,TX,LOW
CUST_001825,39,37882,619,4,CA,LOW
CUST_001826,38,21276,590,160,IL,HIGH
CUST_001827,44,58579,664,147,PA,LOW
CUST_001828,74,116115,629,131,IL,LOW
CUST_001829,48,36008,824,230,IL,LOW
CUST_001830,23,46747,622,92,MI,LOW
CUST_001831,44,37883,583,61,GA,LOW
CUST_001832,57,25417,850,38,MI,LOW
CUST_001833,51,14612,625,118,CA,LOW
CUST_001834,29,25517,698,134,GA,LOW
CUST_001835,62,18106,734,56,OH,MEDIUM
CUST_001836,74,85139,543,168,CA,HIGH
CUST_001837,70,34284,828,121,NC,LOW
CUST_001838,24,30547,756,81,FL,LOW
CUST_001839,27,56646,850,106,OH,LOW
CUST_001840,62,20725,598,120,TX,MEDIUM
CUST_001841,34,24749,691,69,GA,LOW
CUST_001842,43,37572,684,83,FL,LOW
CUST_001843,38,60741,711,235,NY,LOW
CUST_001844,45,46669,505,42,NY,MEDIUM
CUST_001845,79,41116,693,99,GA,LOW
CUST_001846,75,37762,508,214,GA,LOW
CUST_001847,63,44361,723,216,CA,LOW
CUST_001848,19,40168,424,202,PA,LOW
CUST_001849,77,21698,457,130,NC,MEDIUM
CUST_001850,71,37161,778,28,NC,MEDIUM
CUST_001851,60,21229,614,233,NY,MEDIUM
CUST_001852,18,37818,561,229,GA,LOW
CUST_001853,68,28557,832,117,GA,LOW
CUST_001854,70,129274,719,145,FL,LOW
CUST_001855,53,35598,784,70,FL,LOW
CUST_001856,68,17995,660,107,IL,MEDIUM
CUST_001857,43,33959,850,123,MI,LOW
CUST_001858,46,47083,607,69,OH,LOW
CUST_001859,38,83841,850,39,CA,HIGH
CUST_001860,28,27045,672,135,NC,HIGH
CUST_001861,57,16461,481,160,TX,LOW
CUST_001862,28,54634,737,4,FL,LOW
CUST_001863,53,18209,717,149,OH,LOW
CUST_001864,66,29199,553,234,IL,MEDIUM
CUST_001865,76,31926,569,160,IL,LOW
CUST_001866,56,35072,677,82,CA,HIGH
CUST_001867,57,51255,721,97,NY,LOW
CUST_001868,52,25801,383,142,IL,LOW
CUST_001869,71,31670,806,70,NY,LOW
CUST_001870,51,36057,620,203,CA,LOW
CUST_001871,72,39136,520,46,MI,MEDIUM
CUST_001872,64,38135,792,148,TX,LOW
CUST_001873,41,45161,677,221,CA,LOW
CUST_001874,71,55377,825,186,MI,LOW
CUST_001875,39,44192,732,99,GA,MEDIUM
CUST_001876,22,45560,679,80,GA,LOW
CUST_001877,73,16463,661,48,GA,MEDIUM
CUST_001878,50,37239,737,7,OH,LOW
CUST_001879,75,46154,630,40,OH,LOW
CUST_001880,53,52285,577,59,NY,LOW
CUST_001881,64,25689,753,36,NC,LOW
CUST_001882,37,26120,662,172,OH,LOW
CUST_001883,36,27253,684,108,IL,HIGH
CUST_001884,52,47486,810,31,FL,LOW
CUST_001885,69,60897,666,170,GA,LOW
CUST_001886,60,29621,681,44,IL,LOW
CUST_001887,34,57181,608,171,PA,LOW
CUST_001888,79,38628,731,43,FL,MEDIUM
CUST_001889,76,34127,721,175,NY,MEDIUM
CUST_001890,62,32673,788,134,OH,LOW
CUST_001891,60,52749,610,93,NY,LOW
CUST_001892,51,42735,625,219,OH,LOW
CUST_001893,26,113313,775,235,OH,LOW
CUST_001894,43,23715,710,194,CA,LOW
CUST_001895,19,47053,571,86,MI,MEDIUM
CUST_001896,70,27872,836,9,MI,LOW
CUST_001897,26,23514,476,11,TX,LOW
CUST_001898,26,36118,774,80,TX,LOW
CUST_001899,57,38897,528,109,PA,LOW
CUST_001900,34,156230,850,205,TX,LOW
CUST_001901,18,33121,494,118,NC,LOW
CUST_001902,42,20638,818,18,IL,MEDIUM
CUST_001903,78,41627,670,153,PA,LOW
CUST_001904,60,12870,636,97,PA,LOW
CUST_001905,57,34683,702,202,GA,MEDIUM
CUST_001906,59,36607,755,186,MI,MEDIUM
CUST_001907,42,54030,571,30,TX,LOW
CUST_001908,56,59089,582,115,NC,LOW
CUST_001909,52,28232,757,1,OH,MEDIUM
CUST_001910,20,33681,475,191,PA,LOW
CUST_001911,67,24758,609,97,CA,LOW
CUST_001912,54,20660,850,113,FL,LOW
CUST_001913,61,42401,563,79,IL,HIGH
CUST_001914,61,19210,817,29,NY,LOW
CUST_001915,68,29515,609,66,CA,LOW
CUST_001916,47,22079,741,203,NY,LOW
CUST_001917,55,47802,758,181,GA,MEDIUM
CUST_001918,51,89385,815,226,MI,LOW
CUST_001919,29,18943,655,105,PA,MEDIUM
CUST_001920,36,14378,850,19,MI,LOW
CUST_001921,54,34117,609,66,NY,LOW
CUST_001922,61,36601,708,112,NC,MEDIUM
CUST_001923,76,40511,709,212,GA,LOW
CUST_001924,76,29051,545,233,FL,MEDIUM
CUST_001925,66,32849,645,180,MI,MEDIUM
CUST_001926,78,43641,699,159,OH,MEDIUM
CUST_001927,34,61096,628,60,TX,MEDIUM
CUST_001928,27,13663,850,117,PA,MEDIUM
CUST_001929,74,30197,579,68,TX,LOW
CUST_001930,72,40412,821,93,MI,LOW
CUST_001931,66,22948,782,158,TX,LOW
CUST_001932,64,86299,678,141,NC,LOW
CUST_001933,29,26431,576,143,PA,MEDIUM
CUST_001934,79,35573,587,148,GA,LOW
CUST_001935,33,47954,617,162,FL,LOW
CUST_001936,41,27020,465,220,FL,MEDIUM
CUST_001937,36,14424,559,148,GA,MEDIUM
CUST_001938,25,29309,502,50,OH,MEDIUM
CUST_001939,48,60762,841,89,IL,MEDIUM
CUST_001940,38,30685,754,155,NY,LOW
CUST_001941,34,23784,774,158,PA,MEDIUM
CUST_001942,40,57689,750,184,CA,LOW
CUST_001943,54,30779,700,233,OH,HIGH
CUST_001944,71,28139,850,212,NC,LOW
CUST_001945,33,39133,606,193,IL,MEDIUM
CUST_001946,23,53389,692,99,IL,LOW
CUST_001947,25,119474,769,183,OH,LOW
CUST_001948,42,54919,521,113,IL,MEDIUM
CUST_001949,35,64855,850,107,MI,MEDIUM
CUST_001950,42,28198,683,24,FL,MEDIUM
CUST_001951,29,21743,697,25,CA,LOW
CUST_001952,32,37465,830,232,PA,LOW
CUST_001953,76,38314,789,181,NC,LOW
CUST_001954,43,21178,684,204,FL,LOW
CUST_001955,58,33268,695,11,MI,LOW
CUST_001956,62,44340,499,94,FL,MEDIUM
CUST_001957,43,43486,613,60,IL,LOW
CUST_001958,64,46730,742,205,PA,MEDIUM
CUST_001959,49,42002,733,175,TX,LOW
CUST_001960,27,28183,826,153,NC,LOW
CUST_001961,33,28086,665,25,CA,LOW
CUST_001962,24,19940,513,145,PA,MEDIUM
CUST_001963,34,88644,806,140,PA,MEDIUM
CUST_001964,40,36560,850,123,GA,LOW
CUST_001965,43,32453,787,180,IL,LOW
CUST_001966,38,22824,660,11,NC,LOW
CUST_001967,39,157602,805,10,NC,MEDIUM
CUST_001968,75,21233,850,81,NY,MEDIUM
CUST_001969,24,29306,693,188,IL,LOW
CUST_001970,31,44708,522,54,OH,LOW
CUST_001971,32,49026,609,109,NY,LOW
CUST_001972,70,58627,755,208,OH,LOW
CUST_001973,24,89662,487,63,NC,LOW
CUST_001974,26,46773,700,20,GA,LOW
CUST_001975,68,21417,725,5,MI,LOW
CUST_001976,65,31937,850,41,NC,LOW
CUST_001977,25,42358,837,118,FL,LOW
CUST_001978,67,102141,783,63,GA,LOW
CUST_001979,76,18053,420,184,NC,LOW
CUST_001980,40,66256,790,32,MI,LOW
CUST_001981,46,39733,764,27,NY,LOW
CUST_001982,35,55210,710,68,MI,LOW
CUST_001983,48,34509,472,105,TX,MEDIUM
CUST_001984,47,23831,586,176,CA,MEDIUM
CUST_001985,69,52861,539,7,CA,LOW
CUST_001986,56,50373,438,174,MI,LOW
CUST_001987,52,59043,679,206,PA,MEDIUM
CUST_001988,35,36074,584,103,CA,MEDIUM
CUST_001989,76,26905,850,216,IL,LOW
CUST_001990,59,16657,659,112,PA,LOW
CUST_001991,56,54703,835,146,NC,MEDIUM
CUST_001992,34,44888,491,166,PA,LOW
CUST_001993,31,22406,616,103,FL,MEDIUM
CUST_001994,48,27742,691,232,CA,LOW
CUST_001995,41,28756,571,193,PA,MEDIUM
CUST_001996,52,17300,629,17,OH,LOW
CUST_001997,61,24128,653,90,IL,LOW
CUST_001998,77,20600,651,115,PA,HIGH
CUST_001999,62,29547,850,86,MI,LOW
CUST_002000,51,25100,725,103,GA,LOW
CUST_002001,20,16098,737,82,CA,MEDIUM
CUST_002002,54,99837,744,126,GA,LOW
CUST_002003,60,67932,753,38,NY,LOW
CUST_002004,57,24599,670,92,NY,LOW
CUST_002005,43,41614,641,213,GA,LOW
CUST_002006,72,44744,700,63,NY,MEDIUM
CUST_002007,40,65876,818,230,GA,MEDIUM
CUST_002008,61,24117,815,225,IL,LOW
CUST_002009,56,62696,651,222,NC,LOW
CUST_002010,32,27613,772,170,NC,LOW
CUST_002011,73,18621,656,136,GA,MEDIUM
CUST_002012,66,52159,684,30,NC,MEDIUM
CUST_002013,21,69243,623,231,OH,MEDIUM
CUST_002014,46,132449,658,64,GA,HIGH
CUST_002015,39,19933,840,9,PA,LOW
CUST_002016,42,51506,691,225,NC,LOW
CUST_002017,30,29587,696,57,NY,LOW
CUST_002018,35,53727,506,107,TX,LOW
CUST_002019,50,17409,642,187,NY,LOW
CUST_002020,33,19314,651,221,PA,MEDIUM
CUST_002021,62,24638,580,95,TX,LOW
CUST_002022,59,37777,682,195,CA,LOW
CUST_002023,61,26356,628,230,FL,LOW
CUST_002024,79,50489,689,75,IL,MEDIUM
CUST_002025,19,60684,694,5,FL,LOW
CUST_002026,72,49010,565,95,PA,LOW
CUST_002027,52,81584,632,212,TX,LOW
CUST_002028,59,44708,689,4,MI,MEDIUM
CUST_002029,51,19762,822,8,PA,LOW
CUST_002030,47,71803,710,170,MI,MEDIUM
CUST_002031,76,26833,600,163,CA,LOW
CUST_002032,72,57251,727,141,PA,HIGH
CUST_002033,30,79767,850,133,GA,MEDIUM
CUST_002034,30,45631,790,40,MI,LOW
CUST_002035,35,17187,745,19,GA,LOW
CUST_002036,49,22945,767,82,CA,LOW
CUST_002037,49,70359,850,225,OH,MEDIUM
CUST_002038,52,33370,809,125,MI,LOW
CUST_002039,76,37789,748,4,MI,LOW
CUST_002040,56,53072,808,128,FL,LOW
CUST_002041,63,51439,550,187,PA,MEDIUM
CUST_002042,69,41747,499,146,PA,LOW
CUST_002043,46,32717,698,238,IL,LOW
CUST_002044,79,31059,688,152,MI,LOW
CUST_002045,66,55767,614,107,NC,LOW
CUST_002046,46,47895,779,93,MI,LOW
CUST_002047,79,31931,456,31,GA,MEDIUM
CUST_002048,70,62383,615,58,PA,LOW
CUST_002049,61,34046,621,28,FL,LOW
CUST_002050,74,23722,483,137,FL,LOW
CUST_002051,33,24847,850,173,NC,HIGH
CUST_002052,73,22261,516,90,FL,LOW
CUST_002053,61,31691,609,49,OH,HIGH
CUST_002054,64,67296,788,111,PA,LOW
CUST_002055,74,24281,757,2,NY,LOW
CUST_002056,27,39904,547,6,IL,MEDIUM
CUST_002057,47,26151,761,29,TX,LOW
CUST_002058,42,31883,714,154,NC,MEDIUM
CUST_002059,56,17068,850,156,MI,MEDIUM
CUST_002060,37,32523,728,7,CA,LOW
CUST_002061,22,32963,663,34,MI,LOW
CUST_002062,18,47578,577,184,FL,LOW
CUST_002063,47,40604,590,237,FL,MEDIUM
CUST_002064,66,19946,580,138,NC,LOW
CUST_002065,20,62448,844,112,CA,LOW
CUST_002066,62,40342,682,233,NY,LOW
CUST_002067,31,40102,747,232,CA,HIGH
CUST_002068,73,36149,850,57,CA,LOW
CUST_002069,47,28032,396,175,CA,LOW
CUST_002070,67,40493,833,214,TX,LOW
CUST_002071,21,46064,686,27,FL,MEDIUM
CUST_002072,35,15162,732,39,MI,LOW
CUST_002073,79,27739,580,150,NY,LOW
CUST_002074,54,31969,589,119,CA,LOW
CUST_002075,42,41278,738,147,IL,LOW
CUST_002076,65,65950,850,100,PA,LOW
CUST_002077,18,24689,800,9,NY,LOW
CUST_002078,70,28311,831,147,TX,LOW
CUST_002079,63,28105,656,2,MI,LOW
CUST_002080,32,24324,607,92,TX,LOW
CUST_002081,26,30528,586,189,NY,LOW
CUST_002082,32,53391,621,59,FL,MEDIUM
CUST_002083,66,21441,433,231,IL,LOW
CUST_002084,74,44977,593,214,GA,LOW
CUST_002085,41,15507,612,198,PA,LOW
CUST_002086,21,27428,658,239,NC,LOW
CUST_002087,29,30799,695,71,TX,MEDIUM
CUST_002088,76,83904,723,70,MI,LOW
CUST_002089,75,31653,678,161,NC,LOW
CUST_002090,54,12080,610,206,FL,MEDIUM
CUST_002091,78,13367,444,193,GA,MEDIUM
CUST_002092,54,36938,610,25,MI,MEDIUM
CUST_002093,60,49359,563,70,OH,LOW
CUST_002094,77,43814,735,156,OH,LOW
CUST_002095,23,39489,789,146,NC,HIGH
CUST_002096,56,64934,792,63,MI,MEDIUM
CUST_002097,73,27728,770,219,NY,LOW
CUST_002098,63,56809,663,49,IL,MEDIUM
CUST_002099,41,16058,617,123,TX,LOW
CUST_002100,28,23098,590,124,OH,LOW
CUST_002101,79,14712,499,194,TX,LOW
CUST_002102,30,31652,799,40,IL,LOW
CUST_002103,51,35485,659,85,IL,LOW
CUST_002104,42,38447,530,87,NY,LOW
CUST_002105,24,37456,580,194,CA,LOW
CUST_002106,69,22838,575,80,PA,LOW
CUST_002107,21,33020,685,4,CA,LOW
CUST_002108,76,17176,808,34,NC,MEDIUM
CUST_002109,25,71798,638,5,MI,LOW
CUST_002110,37,31200,409,226,IL,MEDIUM
CUST_002111,46,28440,657,150,CA,LOW
CUST_002112,71,80375,661,238,GA,MEDIUM
CUST_002113,70,19513,653,148,CA,LOW
CUST_002114,68,20685,604,103,FL,MEDIUM
CUST_002115,62,20991,706,175,OH,LOW
CUST_002116,63,35103,687,205,FL,LOW
CUST_002117,27,45062,677,236,IL,LOW
CUST_002118,60,52566,729,34,OH,HIGH
CUST_002119,51,131399,628,172,FL,MEDIUM
CUST_002120,74,11793,621,6,IL,LOW
CUST_002121,43,49235,845,184,OH,LOW
CUST_002122,58,27486,747,29,CA,MEDIUM
CUST_002123,66,27086,779,225,TX,HIGH
CUST_002124,75,26638,827,53,CA,LOW
CUST_002125,20,23054,743,1,TX,MEDIUM
CUST_002126,73,84310,791,239,NY,LOW
CUST_002127,23,55334,490,59,IL,HIGH
CUST_002128,22,36739,704,176,MI,MEDIUM
CUST_002129,22,71361,658,7,IL,LOW
CUST_002130,71,17047,850,214,MI,LOW
CUST_002131,64,18669,791,160,NC,LOW
CUST_002132,40,12222,604,78,GA,LOW
CUST_002133,66,25598,724,189,TX,MEDIUM
CUST_002134,26,39373,700,185,CA,MEDIUM
CUST_002135,52,38232,734,51,IL,LOW
CUST_002136,37,39131,557,216,TX,MEDIUM
CUST_002137,75,17934,723,147,IL,LOW
CUST_002138,66,54261,652,27,NC,MEDIUM
CUST_002139,78,40937,713,63,CA,MEDIUM
CUST_002140,76,52392,593,188,CA,MEDIUM
CUST_002141,59,14095,609,61,NC,LOW
CUST_002142,52,42435,820,61,TX,LOW
CUST_002143,67,20052,553,215,MI,LOW
CUST_002144,35,29772,562,126,IL,LOW
CUST_002145,79,47438,673,45,NC,LOW
CUST_002146,34,38007,587,149,IL,MEDIUM
CUST_002147,41,23723,573,172,TX,LOW
CUST_002148,20,36429,692,221,NC,LOW
CUST_002149,49,16885,499,129,OH,LOW
CUST_002150,52,64546,559,95,OH,LOW
CUST_002151,55,32772,850,91,GA,LOW
CUST_002152,30,63530,735,44,IL,LOW
CUST_002153,73,27909,590,228,NY,LOW
CUST_002154,78,27951,730,62,NC,LOW
CUST_002155,64,24782,748,61,TX,LOW
CUST_002156,42,56279,799,219,NY,LOW
CUST_002157,26,25470,664,79,MI,MEDIUM
CUST_002158,21,50126,797,89,MI,MEDIUM
CUST_002159,31,29994,435,112,IL,LOW
CUST_002160,54,13521,553,207,GA,LOW
CUST_002161,51,27305,699,232,TX,MEDIUM
CUST_002162,28,20139,719,211,PA,LOW
CUST_002163,58,36936,570,111,NC,LOW
CUST_002164,73,20026,711,50,NY,LOW
CUST_002165,20,57698,605,203,GA,MEDIUM
CUST_002166,76,34698,646,41,MI,HIGH
CUST_002167,45,33229,802,33,OH,LOW
CUST_002168,46,50410,789,233,TX,LOW
CUST_002169,26,58803,560,215,CA,LOW
CUST_002170,20,35952,553,12,PA,HIGH
CUST_002171,42,24696,630,2,NY,MEDIUM
CUST_002172,51,14958,676,107,TX,LOW
CUST_002173,29,25770,601,149,IL,MEDIUM
CUST_002174,59,26672,804,142,GA,LOW
CUST_002175,26,38312,721,34,NY,LOW
CUST_002176,32,30559,728,207,PA,LOW
CUST_002177,57,51224,528,85,CA,LOW
CUST_002178,42,26729,820,192,OH,LOW
CUST_002179,22,35294,341,151,FL,MEDIUM
CUST_002180,28,65643,780,85,CA,LOW
CUST_002181,76,43084,792,50,NC,LOW
CUST_002182,51,35241,628,142,NC,LOW
CUST_002183,41,26877,832,213,TX,LOW
CUST_002184,77,26459,672,204,PA,LOW
CUST_002185,32,23734,687,106,OH,LOW
CUST_002186,55,27708,720,46,FL,LOW
CUST_002187,25,52988,850,118,PA,LOW
CUST_002188,76,32501,841,239,NC,LOW
CUST_002189,22,18492,764,5,MI,LOW
CUST_002190,65,87911,570,66,PA,LOW
CUST_002191,43,42615,697,150,OH,LOW
CUST_002192,35,17971,582,70,PA,LOW
CUST_002193,23,29116,778,108,OH,MEDIUM
CUST_002194,54,38385,696,2,CA,MEDIUM
CUST_002195,77,85160,545,29,PA,MEDIUM
CUST_002196,65,20867,689,61,NC,LOW
CUST_002197,30,59161,578,100,TX,LOW
CUST_002198,45,73111,698,128,PA,MEDIUM
CUST_002199,22,26520,576,199,FL,LOW
CUST_002200,30,31610,683,144,OH,LOW
CUST_002201,34,21630,770,192,OH,MEDIUM
CUST_002202,67,32802,673,97,NC,LOW
CUST_002203,57,35657,633,97,FL,LOW
CUST_002204,62,50504,704,14,GA,MEDIUM
CUST_002205,49,62635,763,43,GA,MEDIUM
CUST_002206,79,24983,547,204,GA,MEDIUM
CUST_002207,46,13579,711,171,GA,LOW
CUST_002208,68,35931,838,70,PA,MEDIUM
CUST_002209,75,42056,748,55,GA,MEDIUM
CUST_002210,20,41138,686,204,PA,MEDIUM
CUST_002211,73,30842,756,31,MI,MEDIUM
CUST_002212,57,38652,734,76,NY,LOW
CUST_002213,51,77475,770,202,TX,LOW
CUST_002214,57,43952,437,168,PA,MEDIUM
CUST_002215,44,30131,493,155,OH,LOW
CUST_002216,30,28279,800,52,FL,LOW
CUST_002217,62,33358,499,128,CA,MEDIUM
CUST_002218,50,82320,728,7,FL,LOW
CUST_002219,23,33135,637,174,PA,LOW
CUST_002220,41,35957,560,100,GA,LOW
CUST_002221,36,28533,721,161,FL,LOW
CUST_002222,33,62911,704,219,MI,LOW
CUST_002223,57,96753,850,136,CA,MEDIUM
CUST_002224,45,45492,605,133,IL,LOW
CUST_002225,50,37850,850,61,OH,LOW
CUST_002226,76,36989,722,200,PA,HIGH
CUST_002227,76,11024,600,104,TX,LOW
CUST_002228,65,52710,775,188,OH,LOW
CUST_002229,58,38835,747,213,FL,MEDIUM
CUST_002230,30,44988,684,152,IL,LOW
CUST_002231,60,25444,711,7,OH,MEDIUM
CUST_002232,62,29964,608,189,NY,HIGH
CUST_002233,42,29569,580,83,FL,MEDIUM
CUST_002234,70,60524,771,95,FL,LOW
CUST_002235,59,30050,653,164,PA,LOW
CUST_002236,53,102881,670,27,OH,LOW
CUST_002237,44,45045,713,124,FL,MEDIUM
CUST_002238,55,19190,711,157,MI,MEDIUM
CUST_002239,77,34054,508,87,CA,MEDIUM
CUST_002240,24,26216,834,148,CA,LOW
CUST_002241,22,12122,694,70,IL,LOW
CUST_002242,60,80800,655,204,CA,LOW
CUST_002243,62,51615,731,114,TX,LOW
CUST_002244,75,47410,708,76,NC,MEDIUM
CUST_002245,74,39446,772,114,TX,LOW
CUST_002246,68,18196,744,3,TX,LOW
CUST_002247,48,28515,766,234,NC,MEDIUM
CUST_002248,40,55320,842,167,IL,LOW
CUST_002249,59,21469,786,99,GA,MEDIUM
CUST_002250,27,10240,660,124,MI,LOW
CUST_002251,49,32417,545,211,NC,MEDIUM
CUST_002252,60,33830,850,45,PA,LOW
CUST_002253,70,38862,651,126,OH,LOW
CUST_002254,47,52274,623,68,OH,LOW
CUST_002255,56,49951,471,31,OH,MEDIUM
CUST_002256,48,41331,720,106,FL,LOW
CUST_002257,35,66023,697,38,NY,LOW
CUST_002258,53,16992,498,225,NY,HIGH
CUST_002259,19,46736,734,134,OH,LOW
CUST_002260,31,49675,620,8,MI,MEDIUM
CUST_002261,30,19539,850,28,OH,LOW
CUST_002262,46,17129,611,15,MI,LOW
CUST_002263,29,25009,627,223,OH,LOW
CUST_002264,56,26087,575,8,GA,LOW
CUST_002265,19,52929,833,54,TX,LOW
CUST_002266,49,26708,635,134,IL,LOW
CUST_002267,30,23666,593,29,PA,LOW
CUST_002268,63,26747,764,115,GA,LOW
CUST_002269,44,63533,514,238,GA,LOW
CUST_002270,66,36553,755,34,MI,LOW
CUST_002271,58,33202,850,7,TX,LOW
CUST_002272,34,34371,747,40,FL,MEDIUM
CUST_002273,57,69288,756,74,PA,LOW
CUST_002274,48,24969,784,141,FL,LOW
CUST_002275,51,70105,850,62,MI,LOW
CUST_002276,77,40346,825,86,FL,MEDIUM
CUST_002277,41,33516,732,213,IL,LOW
CUST_002278,62,126810,788,116,MI,LOW
CUST_002279,52,21422,573,65,OH,MEDIUM
CUST_002280,65,30429,773,41,NY,LOW
CUST_002281,23,19609,559,123,NY,LOW
CUST_002282,36,58467,635,170,MI,MEDIUM
CUST_002283,47,84507,310,116,NC,LOW
CUST_002284,24,83697,728,66,FL,LOW
CUST_002285,27,66968,602,116,IL,LOW
CUST_002286,58,32898,813,221,TX,LOW
CUST_002287,49,30253,726,139,NY,LOW
CUST_002288,51,15747,814,101,MI,LOW
CUST_002289,45,100502,549,50,GA,LOW
CUST_002290,77,45912,804,71,FL,LOW
CUST_002291,32,28396,850,163,CA,HIGH
CUST_002292,47,70546,771,222,PA,MEDIUM
CUST_002293,54,22328,774,80,PA,LOW
CUST_002294,46,44502,700,79,NY,LOW
CUST_002295,39,33312,617,232,NY,LOW
CUST_002296,21,49978,771,20,GA,LOW
CUST_002297,37,35179,499,156,OH,HIGH
CUST_002298,49,17580,629,123,NY,HIGH
CUST_002299,53,37714,467,37,MI,LOW
CUST_002300,67,61355,595,3,CA,LOW
CUST_002301,21,35788,757,93,GA,MEDIUM
CUST_002302,44,53506,740,187,MI,MEDIUM
CUST_002303,34,21530,686,101,NY,LOW
CUST_002304,29,35841,700,201,IL,LOW
CUST_002305,39,26575,453,155,PA,LOW
CUST_002306,34,52759,635,32,MI,MEDIUM
CUST_002307,27,36891,598,48,CA,LOW
CUST_002308,71,51279,600,46,NY,MEDIUM
CUST_002309,18,62558,751,114,MI,LOW
CUST_002310,39,51318,576,231,FL,MEDIUM
CUST_002311,43,41629,607,95,NY,LOW
CUST_002312,73,22046,429,47,PA,LOW
CUST_002313,76,36264,644,218,FL,LOW
CUST_002314,35,27818,549,40,TX,LOW
CUST_002315,67,30575,689,131,PA,LOW
CUST_002316,31,30113,565,203,NC,LOW
CUST_002317,64,22248,692,116,GA,LOW
CUST_002318,46,13647,662,157,NY,LOW
CUST_002319,29,26001,850,91,TX,LOW
CUST_002320,53,40002,739,58,NY,LOW
CUST_002321,76,18507,459,178,MI,LOW
CUST_002322,52,36601,528,239,OH,LOW
CUST_002323,69,93913,686,10,NC,LOW
CUST_002324,78,60568,568,61,CA,LOW
CUST_002325,29,82600,323,227,TX,LOW
CUST_002326,24,44159,841,111,PA,LOW
CUST_002327,46,65104,766,121,FL,LOW
CUST_002328,28,25286,742,61,MI,LOW
CUST_002329,50,26313,607,151,MI,LOW
CUST_002330,23,9231,731,6,CA,LOW
CUST_002331,64,65714,595,75,NC,MEDIUM
